column_name, short_name, description
Predicted_Sales1, XG Boost with CV Search, “First model I built using XGBoost and RandomizedSearchCV: This model was trained on the entire dataset. I initially included the exact quantities sold and prices in my model, which directly calculate sales. This made the model too good at predicting training data but poor at generalizing to new data, a problem known as overfitting I only included Year, Month and Day as date features.To ensure my model could handle changes over time, like seasonal trends, I split my data in a way that respects time order. I used a technique called TimeSeriesSplit, which helps in testing how well the model predicts future sales based on past data. It does this by cross validating the results so a sample of data gets tested with training data. I chose 3 splits as its rule of thumb to use 3-5. I chose XGBoost because of its high performance. It works by building decision trees (i.e. a serious of questions that lead to the optimal sales amount) sequentially, testing the performance on one and then based off that creating an improved one, gradient boosting in fancy terminology. Its like having a team of experts where each new expert learns from the mistakes of the previous ones. Each 'expert' here is a decision tree, which makes decisions based on questions like 'Is the day a weekend?' or 'Is the price above $10?'. They work together to predict the sales as accurately as possible.I chose to optimise it to minimise the root mean squared error as that measures how much its predictions differ from actual sales. In order to find the best settings for my model I used RandomizedSearchCV technique. It works by choosing different random combination of settings for the model and tests the results against one another, eventually the best one is chosen. Think of it like trying on different clothing outfits to see which one fits best when you look in the mirror, but instead of outfits, we're trying different model settings, and we do this multiple times to ensure we find a good match. I did 30 different rounds of 30 different outfits.”
Predicted_Sales1, XG Boost with Bayesian Optimization, “I used Bayesian Optimization to find the best settings for my model. It works by using a probabilistic model to find the best settings for the model. It does this by creating a model that estimates the probability of the model's performance. This is done by creating a prior distribution for the model, which is a probability distribution that represents the likelihood of different settings. Then it uses this prior to create a posterior distribution, which is the probability of the actual performance of the model given the settings. The model then uses the posterior distribution to choose the best settings. Think of it like trying on different clothing outfits to see which one fits best when you look in the mirror, but instead of outfits, we're trying different model settings, and we do this multiple times to ensure we find a good match. I did 30 different rounds of 30 different outfits.”
